Timestamp,Source IP,Destination IP,Packet Count,Response Time (ms),Throughput (Mbps),Packet Loss (%),Is Anomaly
2024-11-11 20:26:29.812127,12.239.247.10,206.114.21.174,496,35.58,86.65,0.52,0
2024-11-11 20:26:34.812127,206.153.174.24,41.106.24.142,486,50.5,116.75,0.4,0
2024-11-11 20:26:39.812127,139.10.99.198,9.11.129.127,516,63.32,108.48,0.79,0
2024-11-11 20:26:44.812127,45.131.28.111,96.88.63.28,505,37.67,81.53,0.55,0
2024-11-11 20:26:49.812127,140.136.0.71,151.209.49.172,533,61.59,96.25,0.21,0
2024-11-11 20:26:54.812127,243.95.69.105,253.180.19.10,516,72.83,109.95,0.83,0
2024-11-11 20:26:59.812127,228.190.49.128,253.99.210.72,500,57.51,80.78,0.15,0
2024-11-11 20:27:04.812127,41.31.80.77,174.70.247.249,480,61.61,105.77,0.6,0
2024-11-11 20:27:09.812127,139.186.144.119,35.70.137.116,514,41.52,107.83,0.72,0
2024-11-11 20:27:14.812127,147.38.48.101,134.190.77.87,482,52.99,122.26,0.41,0
2024-11-11 20:27:19.812127,24.85.25.137,10.179.255.165,473,61.76,124.7,0.81,0
2024-11-11 20:27:24.812127,168.129.58.32,202.121.48.114,481,57.81,83.64,0.38,0
2024-11-11 20:27:29.812127,167.82.233.225,35.9.29.190,489,43.56,107.63,0.39,0
2024-11-11 20:27:34.812127,49.93.193.122,123.208.41.156,492,52.9,128.13,0.86,0
2024-11-11 20:27:39.812127,179.214.17.45,179.28.68.235,507,52.51,92.98,0.41,0
2024-11-11 20:27:44.812127,49.75.108.177,45.42.35.77,504,52.39,91.55,0.42,0
2024-11-11 20:27:49.812127,6.55.164.180,55.40.89.198,3060,386.22,29.99,7.48,1
2024-11-11 20:27:54.812127,227.140.182.98,133.204.78.75,502,47.45,91.24,0.02,0
2024-11-11 20:27:59.812127,237.39.224.94,153.29.58.121,539,64.37,94.91,0.41,0
2024-11-11 20:28:04.812127,87.212.46.202,253.82.151.236,534,56.65,61.77,0.33,0
2024-11-11 20:28:09.812127,98.129.124.195,234.139.119.181,554,47.13,98.99,0.67,0
2024-11-11 20:28:14.812127,52.81.98.30,26.115.233.117,533,62.2,110.57,0.52,0
2024-11-11 20:28:19.812127,157.48.138.33,246.38.95.95,505,50.37,103.16,0.45,0
2024-11-11 20:28:24.812127,59.245.20.183,49.7.31.228,523,47.88,101.66,0.24,0
2024-11-11 20:28:29.812127,164.86.179.247,188.248.100.155,480,55.35,95.89,0.4,0
2024-11-11 20:28:34.812127,28.147.150.235,94.118.162.136,492,56.49,85.0,0.29,0
2024-11-11 20:28:39.812127,104.70.177.144,40.236.9.234,477,58.74,122.29,0.92,0
2024-11-11 20:28:44.812127,124.155.232.13,153.123.127.249,539,50.48,77.88,0.48,0
2024-11-11 20:28:49.812127,55.22.22.233,56.180.205.5,499,54.62,105.02,0.68,0
2024-11-11 20:28:54.812127,244.77.152.141,49.76.254.213,505,56.62,113.32,0.27,0
2024-11-11 20:28:59.812127,131.57.43.216,168.168.224.12,513,48.35,102.67,0.61,0
2024-11-11 20:29:04.812127,53.157.140.53,136.167.73.46,473,39.28,112.42,0.01,0
2024-11-11 20:29:09.812127,64.83.218.172,29.150.132.1,523,41.63,93.71,0.42,0
2024-11-11 20:29:14.812127,250.250.57.208,200.224.138.115,482,45.77,116.69,1.03,0
2024-11-11 20:29:19.812127,155.231.3.168,24.28.87.157,478,52.01,79.62,0.51,0
2024-11-11 20:29:24.812127,99.125.71.178,91.70.126.247,461,59.09,90.37,0.54,0
2024-11-11 20:29:29.812127,95.193.254.62,154.189.230.255,446,44.91,110.31,0.43,0
2024-11-11 20:29:34.812127,234.76.92.174,247.208.37.69,476,54.47,86.07,0.52,0
2024-11-11 20:29:39.812127,92.51.118.64,156.179.196.72,505,49.79,99.0,0.34,0
2024-11-11 20:29:44.812127,217.19.111.45,232.152.234.239,469,60.91,125.13,0.26,0
2024-11-11 20:29:49.812127,202.72.220.195,212.139.41.238,472,51.42,82.29,0.4,0
2024-11-11 20:29:54.812127,21.81.197.219,136.5.174.172,466,48.4,100.9,0.52,0
2024-11-11 20:29:59.812127,226.31.67.212,103.64.184.198,3108,395.2,22.37,7.54,1
2024-11-11 20:30:04.812127,113.179.90.1,158.142.13.27,469,40.56,106.95,0.44,0
2024-11-11 20:30:09.812127,119.123.168.226,242.225.201.139,518,55.07,119.67,0.29,0
2024-11-11 20:30:14.812127,187.91.85.72,32.93.32.97,505,44.68,141.16,0.58,0
2024-11-11 20:30:19.812127,208.58.213.58,108.227.115.99,505,49.66,92.51,0.51,0
2024-11-11 20:30:24.812127,147.213.114.202,3.18.133.17,3084,385.89,30.93,7.54,1
2024-11-11 20:30:29.812127,186.253.223.119,69.146.74.27,474,53.34,82.14,0.52,0
2024-11-11 20:30:34.812127,31.249.68.11,12.165.122.118,489,50.48,106.68,0.37,0
2024-11-11 20:30:39.812127,105.28.139.153,10.63.67.11,498,43.36,100.88,0.42,0
2024-11-11 20:30:44.812127,96.174.207.13,189.7.108.136,478,59.95,134.47,0.78,0
2024-11-11 20:30:49.812127,103.38.128.242,98.113.204.42,515,70.74,83.68,0.71,0
2024-11-11 20:30:54.812127,26.84.137.197,217.31.123.62,505,51.7,79.33,0.46,0
2024-11-11 20:30:59.812127,107.118.19.83,164.198.248.243,501,49.29,88.96,0.18,0
2024-11-11 20:31:04.812127,1.151.181.147,207.136.4.138,495,44.85,102.27,0.68,0
2024-11-11 20:31:09.812127,76.23.136.218,78.80.209.228,494,54.92,123.65,0.61,0
2024-11-11 20:31:14.812127,205.70.49.33,172.84.209.172,494,48.57,86.78,0.47,0
2024-11-11 20:31:19.812127,72.240.224.225,61.201.213.58,512,56.53,115.41,0.53,0
2024-11-11 20:31:24.812127,45.94.59.176,169.163.69.102,515,64.75,104.28,0.34,0
2024-11-11 20:31:29.812127,5.15.34.159,13.56.143.116,537,43.79,100.51,0.6,0
2024-11-11 20:31:34.812127,216.143.41.18,24.168.216.116,490,55.95,96.97,0.39,0
2024-11-11 20:31:39.812127,19.83.184.211,138.174.13.225,488,38.38,96.73,0.31,0
2024-11-11 20:31:44.812127,173.116.13.70,121.2.37.86,474,50.79,91.61,0.01,0
2024-11-11 20:31:49.812127,122.146.160.216,89.5.74.204,496,33.97,99.73,0.55,0
2024-11-11 20:31:54.812127,55.42.27.96,85.73.64.173,544,43.4,90.96,0.61,0
2024-11-11 20:31:59.812127,128.247.155.77,254.94.136.13,528,42.99,86.41,0.57,0
2024-11-11 20:32:04.812127,54.191.67.127,89.120.213.18,3042,383.19,17.82,7.28,1
2024-11-11 20:32:09.812127,94.177.162.236,52.251.113.38,500,39.78,78.09,0.7,0
2024-11-11 20:32:14.812127,109.225.77.74,108.149.125.27,506,39.36,104.2,0.67,0
2024-11-11 20:32:19.812127,234.20.64.242,217.191.213.18,457,42.25,122.0,0.45,0
2024-11-11 20:32:24.812127,122.139.249.201,26.15.92.142,505,54.7,105.18,0.84,0
2024-11-11 20:32:29.812127,54.151.23.129,177.105.77.115,467,59.74,87.18,0.64,0
2024-11-11 20:32:34.812127,84.45.78.186,75.47.150.239,484,50.8,133.91,0.37,0
2024-11-11 20:32:39.812127,117.26.62.27,87.188.85.58,501,27.84,130.97,0.27,0
2024-11-11 20:32:44.812127,103.104.251.114,225.19.227.72,527,43.18,95.23,0.15,0
2024-11-11 20:32:49.812127,74.102.53.208,185.170.218.173,3006,389.5,23.84,7.45,1
2024-11-11 20:32:54.812127,200.160.205.9,206.198.40.145,492,54.53,124.43,0.27,0
2024-11-11 20:32:59.812127,84.227.230.83,41.84.90.81,464,42.61,95.73,0.26,0
2024-11-11 20:33:04.812127,200.22.217.80,44.154.15.217,516,42.51,82.19,0.34,0
2024-11-11 20:33:09.812127,70.6.53.141,237.172.54.110,480,48.94,76.54,0.32,0
2024-11-11 20:33:14.812127,235.149.211.5,177.252.135.90,475,45.88,114.78,0.67,0
2024-11-11 20:33:19.812127,238.199.217.15,214.208.60.252,500,71.44,89.68,0.57,0
2024-11-11 20:33:24.812127,123.69.50.147,19.93.217.40,501,40.73,132.15,0.31,0
2024-11-11 20:33:29.812127,118.140.92.213,123.25.147.166,501,33.59,97.78,0.14,0
2024-11-11 20:33:34.812127,37.75.127.85,152.18.236.179,511,45.72,79.16,0.35,0
2024-11-11 20:33:39.812127,92.211.32.58,174.186.52.73,510,33.8,89.57,0.43,0
2024-11-11 20:33:44.812127,91.148.130.78,198.191.31.180,466,51.25,108.33,0.38,0
2024-11-11 20:33:49.812127,62.105.217.66,160.74.225.11,497,49.48,123.23,0.32,0
2024-11-11 20:33:54.812127,147.23.214.193,141.136.177.11,3012,378.77,24.46,7.8,1
2024-11-11 20:33:59.812127,71.20.82.93,89.254.225.196,464,41.87,101.32,0.32,0
2024-11-11 20:34:04.812127,247.59.145.215,255.187.148.93,520,38.62,88.85,0.66,0
2024-11-11 20:34:09.812127,188.214.242.171,73.124.47.18,515,48.63,113.6,0.23,0
2024-11-11 20:34:14.812127,67.252.216.106,39.183.139.197,464,39.45,109.74,0.46,0
2024-11-11 20:34:19.812127,118.243.212.152,67.230.25.188,475,46.12,103.61,0.6,0
2024-11-11 20:34:24.812127,26.58.127.121,197.79.173.169,510,47.12,113.0,0.6,0
2024-11-11 20:34:29.812127,141.66.51.105,241.87.27.146,549,49.23,112.35,0.85,0
2024-11-11 20:34:34.812127,12.51.16.237,246.193.43.22,501,48.5,96.58,0.29,0
2024-11-11 20:34:39.812127,76.76.112.29,98.33.11.89,533,60.18,76.5,0.39,0
2024-11-11 20:34:44.812127,192.195.241.67,37.2.12.53,511,61.16,136.1,0.22,0
2024-11-11 20:34:49.812127,170.28.153.38,26.31.194.155,523,58.42,86.34,0.34,0
2024-11-11 20:34:54.812127,202.119.250.245,55.206.196.123,503,36.79,86.06,0.37,0
2024-11-11 20:34:59.812127,83.255.203.219,72.246.77.212,531,50.51,90.87,0.76,0
2024-11-11 20:35:04.812127,11.155.124.108,22.90.89.98,2988,398.43,25.08,7.38,1
2024-11-11 20:35:09.812127,179.227.208.203,74.10.77.80,450,37.04,114.2,0.41,0
2024-11-11 20:35:14.812127,87.202.198.117,207.154.96.70,500,47.01,122.2,0.54,0
2024-11-11 20:35:19.812127,218.143.74.124,185.147.238.164,528,32.44,91.44,0.43,0
2024-11-11 20:35:24.812127,217.165.50.238,84.249.17.40,553,53.65,110.15,0.5,0
2024-11-11 20:35:29.812127,33.205.205.202,183.72.182.209,514,56.45,126.61,0.69,0
2024-11-11 20:35:34.812127,47.30.210.209,158.159.79.81,494,55.21,101.96,0.55,0
2024-11-11 20:35:39.812127,188.38.114.156,138.57.92.49,498,60.86,101.9,0.49,0
2024-11-11 20:35:44.812127,128.225.135.150,218.147.89.160,545,67.05,121.11,0.32,0
2024-11-11 20:35:49.812127,83.32.145.69,194.25.6.88,522,55.11,97.41,0.65,0
2024-11-11 20:35:54.812127,44.80.107.94,177.179.198.67,484,54.08,88.64,0.74,0
2024-11-11 20:35:59.812127,57.180.205.187,196.225.121.57,505,44.07,106.42,0.77,0
2024-11-11 20:36:04.812127,173.234.227.195,62.76.28.201,479,44.39,100.34,0.44,0
2024-11-11 20:36:09.812127,45.117.60.135,247.139.133.123,511,49.68,96.19,0.39,0
2024-11-11 20:36:14.812127,214.71.166.172,87.20.42.190,519,40.53,79.72,0.67,0
2024-11-11 20:36:19.812127,100.146.31.13,194.114.255.53,3168,368.66,31.05,7.8,1
2024-11-11 20:36:24.812127,215.234.190.74,80.222.33.153,510,52.26,81.72,0.14,0
2024-11-11 20:36:29.812127,240.153.145.201,24.59.88.196,510,71.12,105.89,0.32,0
2024-11-11 20:36:34.812127,84.247.157.223,79.19.16.204,523,49.02,102.22,0.45,0
2024-11-11 20:36:39.812127,147.128.154.179,144.197.201.252,512,48.8,109.16,0.74,0
2024-11-11 20:36:44.812127,121.171.103.209,140.217.173.92,505,60.99,90.99,0.81,0
2024-11-11 20:36:49.812127,180.37.48.18,185.16.227.36,516,59.69,98.87,0.62,0
2024-11-11 20:36:54.812127,204.237.243.72,118.203.88.45,509,64.41,114.91,0.36,0
2024-11-11 20:36:59.812127,248.105.182.12,131.198.211.150,486,61.51,121.45,0.37,0
2024-11-11 20:37:04.812127,6.26.61.155,143.2.237.11,507,47.62,62.16,0.63,0
2024-11-11 20:37:09.812127,235.151.35.35,76.128.163.65,490,65.05,92.42,0.77,0
2024-11-11 20:37:14.812127,149.243.210.126,219.209.73.173,541,52.36,103.2,0.73,0
2024-11-11 20:37:19.812127,253.122.66.98,190.47.65.238,504,47.58,93.27,0.46,0
2024-11-11 20:37:24.812127,11.36.56.198,82.162.226.193,508,52.28,101.91,0.71,0
2024-11-11 20:37:29.812127,110.156.77.224,197.209.220.39,516,44.29,123.8,0.88,0
2024-11-11 20:37:34.812127,20.122.247.16,236.212.209.124,458,56.16,97.88,0.9,0
2024-11-11 20:37:39.812127,210.33.2.230,103.27.66.23,522,62.77,97.92,0.9,0
2024-11-11 20:37:44.812127,18.230.154.59,249.63.62.196,522,66.02,110.47,0.46,0
2024-11-11 20:37:49.812127,123.30.72.60,59.109.31.185,515,56.89,101.03,0.66,0
2024-11-11 20:37:54.812127,61.131.98.255,242.177.224.37,485,48.85,72.56,0.59,0
2024-11-11 20:37:59.812127,139.67.210.45,106.50.60.108,467,49.41,119.96,0.71,0
2024-11-11 20:38:04.812127,44.180.133.164,230.62.149.39,487,15.91,94.75,0.59,0
2024-11-11 20:38:09.812127,139.247.146.185,58.132.4.180,509,37.37,93.42,0.48,0
2024-11-11 20:38:14.812127,7.93.45.237,108.229.205.187,506,44.14,114.18,0.72,0
2024-11-11 20:38:19.812127,58.157.159.165,71.52.184.33,519,70.0,96.27,0.76,0
2024-11-11 20:38:24.812127,225.100.52.132,155.25.77.107,501,66.77,90.64,0.78,0
2024-11-11 20:38:29.812127,52.184.106.17,72.0.247.57,506,62.41,95.61,0.69,0
2024-11-11 20:38:34.812127,211.79.191.104,22.115.146.149,528,43.76,107.39,0.0,0
2024-11-11 20:38:39.812127,185.189.252.229,203.61.253.173,506,39.45,116.52,0.29,0
2024-11-11 20:38:44.812127,53.131.117.53,163.76.186.38,474,40.56,88.8,0.77,0
2024-11-11 20:38:49.812127,86.95.108.49,216.74.57.12,451,50.05,96.94,0.31,0
2024-11-11 20:38:54.812127,92.82.10.201,79.225.142.252,529,50.3,103.54,0.72,0
2024-11-11 20:38:59.812127,108.104.20.59,176.67.73.173,498,55.08,93.67,0.73,0
2024-11-11 20:39:04.812127,99.157.126.223,246.48.66.128,537,53.18,97.47,0.76,0
2024-11-11 20:39:09.812127,148.249.103.32,208.63.47.105,470,36.46,87.03,0.55,0
2024-11-11 20:39:14.812127,162.143.227.200,88.51.62.21,495,51.27,107.72,0.72,0
2024-11-11 20:39:19.812127,233.85.85.116,49.67.126.242,491,53.57,74.63,0.23,0
2024-11-11 20:39:24.812127,149.22.97.98,64.175.165.103,483,54.79,132.08,0.55,0
2024-11-11 20:39:29.812127,138.233.1.134,35.201.149.219,483,30.82,99.79,0.48,0
2024-11-11 20:39:34.812127,19.80.249.82,145.219.69.5,480,31.51,88.46,0.2,0
2024-11-11 20:39:39.812127,127.114.113.102,182.151.221.217,476,45.13,79.97,0.45,0
2024-11-11 20:39:44.812127,133.44.32.60,107.164.240.83,505,59.2,113.19,0.24,0
2024-11-11 20:39:49.812127,82.253.127.224,252.251.196.85,509,56.04,80.14,0.37,0
2024-11-11 20:39:54.812127,60.84.246.220,129.66.126.208,497,44.37,77.35,0.64,0
2024-11-11 20:39:59.812127,173.140.115.40,247.227.205.110,473,23.79,88.44,0.78,0
2024-11-11 20:40:04.812127,110.25.248.143,162.80.126.60,482,39.39,87.6,0.77,0
2024-11-11 20:40:09.812127,189.50.0.123,127.203.135.132,476,52.24,89.75,0.37,0
2024-11-11 20:40:14.812127,19.194.210.48,224.219.57.131,2958,376.73,25.84,7.62,1
2024-11-11 20:40:19.812127,18.82.241.188,172.64.143.223,515,34.74,66.93,0.55,0
2024-11-11 20:40:24.812127,179.171.34.2,118.221.125.39,500,58.79,110.67,0.62,0
2024-11-11 20:40:29.812127,139.143.212.17,173.9.217.232,522,63.11,103.67,0.23,0
2024-11-11 20:40:34.812127,203.55.189.148,94.79.240.232,472,57.84,105.37,0.3,0
2024-11-11 20:40:39.812127,170.23.138.22,100.48.236.217,499,54.13,81.9,0.59,0
2024-11-11 20:40:44.812127,16.137.204.201,50.63.185.67,499,44.24,98.3,0.77,0
2024-11-11 20:40:49.812127,157.178.74.189,34.225.121.109,487,55.79,108.3,0.49,0
2024-11-11 20:40:54.812127,31.213.156.134,225.20.240.225,535,35.51,101.94,0.33,0
2024-11-11 20:40:59.812127,148.16.230.255,190.29.109.160,480,46.21,86.88,0.91,0
2024-11-11 20:41:04.812127,189.197.174.177,93.79.204.14,477,49.3,67.82,0.15,0
2024-11-11 20:41:09.812127,19.173.22.136,109.214.188.156,494,51.39,110.9,0.32,0
2024-11-11 20:41:14.812127,64.243.138.7,211.75.142.13,501,45.02,98.72,0.58,0
2024-11-11 20:41:19.812127,110.157.115.103,107.112.249.127,513,66.28,116.13,0.18,0
2024-11-11 20:41:24.812127,62.45.130.210,248.72.54.29,504,54.16,86.39,0.43,0
2024-11-11 20:41:29.812127,108.214.105.175,248.99.156.80,455,72.36,106.84,0.85,0
2024-11-11 20:41:34.812127,124.1.72.16,165.4.53.88,503,44.99,107.56,0.71,0
2024-11-11 20:41:39.812127,230.15.230.203,167.5.215.9,484,55.59,89.82,0.64,0
2024-11-11 20:41:44.812127,114.129.157.5,190.212.19.60,494,42.23,85.59,0.89,0
2024-11-11 20:41:49.812127,255.249.111.120,223.135.75.242,509,47.11,93.56,0.54,0
2024-11-11 20:41:54.812127,221.65.252.185,4.38.255.120,511,40.93,122.42,0.66,0
2024-11-11 20:41:59.812127,53.155.53.151,216.184.172.207,425,54.13,105.34,0.66,0
2024-11-11 20:42:04.812127,212.29.83.246,44.174.230.81,518,49.61,112.85,0.69,0
2024-11-11 20:42:09.812127,3.141.193.221,179.8.121.49,458,49.64,160.41,0.69,0
2024-11-11 20:42:14.812127,56.95.87.60,50.204.81.149,510,58.6,101.53,0.23,0
2024-11-11 20:42:19.812127,200.17.103.60,170.159.154.73,516,32.66,87.77,0.52,0
2024-11-11 20:42:24.812127,68.37.153.141,94.128.233.115,516,67.33,112.04,0.35,0
2024-11-11 20:42:29.812127,238.40.49.234,110.141.76.132,511,65.73,70.91,0.44,0
2024-11-11 20:42:34.812127,171.204.143.184,144.142.66.229,501,37.19,99.2,0.47,0
2024-11-11 20:42:39.812127,148.163.94.84,37.44.106.12,520,46.38,89.51,0.74,0
2024-11-11 20:42:44.812127,211.213.73.227,37.194.164.74,459,40.75,86.52,0.97,0
2024-11-11 20:42:49.812127,81.229.158.6,226.87.214.119,463,58.87,87.8,0.15,0
2024-11-11 20:42:54.812127,111.60.139.183,169.17.246.48,507,63.56,110.91,0.57,0
2024-11-11 20:42:59.812127,132.207.150.97,8.208.204.238,506,50.89,100.42,0.19,0
2024-11-11 20:43:04.812127,149.70.125.215,65.59.207.48,526,64.42,88.44,0.34,0
2024-11-11 20:43:09.812127,219.16.164.65,159.49.170.56,543,51.42,97.8,0.48,0
2024-11-11 20:43:14.812127,236.147.51.248,54.37.106.16,496,46.13,87.2,0.55,0
2024-11-11 20:43:19.812127,166.2.200.233,50.44.26.230,486,33.62,103.77,0.19,0
2024-11-11 20:43:24.812127,55.223.105.26,179.111.212.158,491,58.57,79.7,0.02,0
2024-11-11 20:43:29.812127,149.57.59.187,249.189.108.103,488,40.92,111.37,0.11,0
2024-11-11 20:43:34.812127,15.50.58.255,197.88.117.116,484,61.13,89.87,0.12,0
2024-11-11 20:43:39.812127,254.84.133.224,14.141.125.93,510,44.66,71.82,0.62,0
2024-11-11 20:43:44.812127,189.245.131.4,209.161.75.221,513,44.8,98.27,0.43,0
2024-11-11 20:43:49.812127,251.26.222.79,152.236.35.197,495,45.29,99.11,0.73,0
2024-11-11 20:43:54.812127,143.34.191.83,202.17.178.243,495,58.81,114.57,0.59,0
2024-11-11 20:43:59.812127,150.89.95.51,103.170.105.176,501,44.77,89.69,0.75,0
2024-11-11 20:44:04.812127,164.155.184.156,80.202.253.103,522,52.66,111.01,0.51,0
2024-11-11 20:44:09.812127,150.226.120.31,79.164.74.95,480,49.0,98.83,0.31,0
2024-11-11 20:44:14.812127,133.178.102.171,121.213.197.145,500,34.97,114.93,0.09,0
2024-11-11 20:44:19.812127,175.145.6.163,255.49.158.187,540,50.3,101.28,0.23,0
2024-11-11 20:44:24.812127,57.153.56.208,116.178.76.242,511,53.06,93.1,0.36,0
2024-11-11 20:44:29.812127,243.48.174.246,245.100.218.54,495,60.89,108.31,0.45,0
2024-11-11 20:44:34.812127,76.18.157.38,215.40.110.160,490,60.05,118.38,0.24,0
2024-11-11 20:44:39.812127,241.190.78.156,134.215.222.18,512,59.61,100.9,0.29,0
2024-11-11 20:44:44.812127,95.11.24.192,252.115.18.216,505,49.62,104.11,0.34,0
2024-11-11 20:44:49.812127,217.144.158.122,253.227.186.141,505,71.11,96.84,0.49,0
2024-11-11 20:44:54.812127,97.242.67.72,213.204.150.87,3156,371.12,24.8,7.56,1
2024-11-11 20:44:59.812127,83.37.188.87,36.201.35.199,489,17.05,85.48,0.57,0
2024-11-11 20:45:04.812127,151.156.76.184,165.219.7.7,511,39.32,120.53,0.38,0
2024-11-11 20:45:09.812127,230.141.120.211,237.198.68.246,2910,355.92,29.64,7.36,1
2024-11-11 20:45:14.812127,35.63.95.200,231.165.135.210,515,35.15,105.2,0.74,0
2024-11-11 20:45:19.812127,241.16.153.219,14.199.83.238,483,48.34,81.51,0.53,0
2024-11-11 20:45:24.812127,51.81.134.191,194.45.235.238,522,55.13,98.14,0.48,0
2024-11-11 20:45:29.812127,142.165.255.131,33.215.188.48,434,49.26,73.29,0.33,0
2024-11-11 20:45:34.812127,115.230.247.191,232.156.30.131,479,37.11,106.37,0.54,0
2024-11-11 20:45:39.812127,80.240.4.1,244.93.224.235,543,37.02,114.79,0.79,0
2024-11-11 20:45:44.812127,61.91.101.194,126.60.134.84,522,47.12,56.56,0.72,0
2024-11-11 20:45:49.812127,45.193.177.233,153.53.215.182,531,61.19,85.3,0.87,0
2024-11-11 20:45:54.812127,253.198.115.188,92.175.80.132,510,49.95,93.98,0.51,0
2024-11-11 20:45:59.812127,191.112.183.154,201.107.86.232,501,36.68,75.82,0.57,0
2024-11-11 20:46:04.812127,46.201.156.240,34.211.40.220,485,56.09,95.05,0.58,0
2024-11-11 20:46:09.812127,83.55.33.102,55.126.241.8,514,55.54,79.44,0.82,0
2024-11-11 20:46:14.812127,203.17.197.65,208.69.255.85,2946,389.78,24.12,7.32,1
2024-11-11 20:46:19.812127,217.45.3.190,240.71.23.19,514,37.49,113.75,0.46,0
2024-11-11 20:46:24.812127,149.25.157.247,161.64.64.11,500,78.09,108.83,0.38,0
2024-11-11 20:46:29.812127,219.242.25.107,80.99.112.87,509,55.69,68.52,0.37,0
2024-11-11 20:46:34.812127,139.115.163.74,119.183.30.8,499,75.13,104.78,0.63,0
2024-11-11 20:46:39.812127,242.115.12.35,147.79.43.126,465,48.11,92.16,0.23,0
2024-11-11 20:46:44.812127,224.92.231.144,187.232.44.24,548,60.82,92.77,0.44,0
2024-11-11 20:46:49.812127,205.116.157.164,180.69.140.120,476,66.09,126.67,0.6,0
2024-11-11 20:46:54.812127,10.103.250.163,247.202.13.133,440,41.46,107.8,0.38,0
2024-11-11 20:46:59.812127,3.178.78.61,199.159.125.106,495,61.3,118.08,0.51,0
2024-11-11 20:47:04.812127,224.103.44.255,213.81.21.203,526,57.41,86.85,0.42,0
2024-11-11 20:47:09.812127,159.73.40.41,1.50.229.113,479,42.93,90.98,0.74,0
2024-11-11 20:47:14.812127,138.203.161.25,254.75.76.162,496,37.03,103.13,0.64,0
2024-11-11 20:47:19.812127,1.27.174.16,107.141.157.27,518,52.65,95.26,0.58,0
2024-11-11 20:47:24.812127,85.134.55.47,225.130.85.125,488,33.67,108.89,0.09,0
2024-11-11 20:47:29.812127,111.157.178.97,152.20.132.21,494,45.58,107.23,0.93,0
2024-11-11 20:47:34.812127,109.209.243.208,39.233.45.60,482,38.41,108.39,0.65,0
2024-11-11 20:47:39.812127,98.28.40.89,236.53.199.154,496,45.32,88.63,0.56,0
2024-11-11 20:47:44.812127,50.13.233.173,231.115.82.124,476,58.95,133.02,0.79,0
2024-11-11 20:47:49.812127,148.3.117.208,3.201.84.172,495,61.54,89.77,0.27,0
2024-11-11 20:47:54.812127,184.251.248.74,245.2.233.132,466,62.9,104.38,0.26,0
2024-11-11 20:47:59.812127,199.249.199.53,125.79.75.118,545,62.97,88.16,0.18,0
2024-11-11 20:48:04.812127,154.234.150.17,209.208.144.89,2844,369.65,30.43,7.38,1
2024-11-11 20:48:09.812127,253.93.231.20,169.125.172.193,497,58.88,92.85,0.8,0
2024-11-11 20:48:14.812127,134.141.78.213,111.97.177.181,526,56.75,96.82,0.28,0
2024-11-11 20:48:19.812127,130.99.210.212,21.253.242.170,480,43.82,95.08,0.5,0
2024-11-11 20:48:24.812127,193.39.15.166,112.129.200.187,506,38.41,91.88,0.52,0
